account_id,bank_district_id,date,year,LOR,disp_id,client_id,client_district_id,gender,age,age_group,total_credit96,total_withdrawal96,RFM_score,total_credit97,total_withdrawal97,had_loan_1997,had_card_issued_1997
3954,22,930625,1993,3,4769,4769,22,F,73,70,149671.8,141346.4,12,74791.4,91873.2,0,0
885,1,930625,1993,3,1066,1066,1,M,56,50,276056.7,247379.2,10,277389.1,275779.2,0,0
2697,8,930626,1993,3,3255,3255,8,F,26,20,114324.5,102123.2,8,112428.5,93223.2,0,0
8129,45,930626,1993,3,9735,10043,45,M,31,30,270562.1,254915.2,9,270314.4,281115.2,0,1
1930,3,930627,1993,3,2344,2344,3,F,72,70,79344.4,79821.2,7,79249.6,79661.2,0,0
2411,69,930627,1993,3,2913,2913,44,M,34,30,290917.2,296135.2,10,291147.4,269455.2,0,0
3775,19,930627,1993,3,4551,4551,60,M,72,70,149153.4,132662.4,12,74750.9,83021.2,0,0
9034,1,930628,1993,3,10818,11126,1,F,31,30,323731,312056.2,11,305470.2,318586.2,0,0
902,74,930629,1993,3,1086,1086,74,M,23,20,209122.2,213030.4,10,110626.7,113555.2,0,0
630,71,930629,1993,3,757,757,71,F,26,20,43307.5,38727.2,7,43336.3,43217.2,0,0
3096,68,930629,1993,3,3745,3745,2,F,25,20,270466,266931.2,10,273294.2,267131.2,0,0
2552,52,930701,1993,3,3082,3082,52,F,17,10,235618.2,247095.2,10,235363.9,227295.2,0,0
3435,59,930701,1993,3,4155,4155,1,M,73,70,56658.8,58545.2,7,56750.8,56445.2,0,0
5215,55,930701,1993,3,6301,6301,55,F,47,40,212530.3,184163.2,10,213299.9,204243.2,0,0
36,1,930701,1993,3,44,44,38,F,19,10,260001,277783.2,10,260094.9,241783.2,0,0
2687,76,930701,1993,3,3243,3243,71,F,76,70,76923,80245.2,8,77102,74255.2,0,0
1861,54,930702,1993,3,2257,2257,62,F,17,10,405581.4,421782.4,12,201889.1,186171.2,0,0
2464,33,930702,1993,3,2975,2975,33,F,53,50,251548.1,259896,9,662187.2,617478,0,0
2736,72,930702,1993,3,3302,3302,52,F,32,30,246157.4,247886.4,13,123057,125323.2,0,0
1145,31,930703,1993,3,1376,1376,18,M,38,30,71863.8,75438.4,9,36071.3,30379.2,0,0
2298,31,930703,1993,3,2782,2782,31,M,56,50,285697.7,292675.2,10,285555.6,270075.2,0,0
929,54,930703,1993,3,1119,1119,54,F,16,10,124405.9,130083.2,8,115735.9,122383.2,0,0
381,68,930704,1993,3,461,461,68,F,26,20,108093.1,110355.2,8,108891.6,102815.2,0,0
3778,52,930704,1993,3,4555,4555,52,M,36,30,299548.6,292315.2,9,300272.2,277155.2,0,0
1118,48,930704,1993,3,1341,1341,69,F,34,30,99058.7,95575.2,8,99211.9,90075.2,0,0
4352,2,930705,1993,3,5243,5243,2,M,26,20,318153,315795.2,10,317837.8,319895.2,0,0
1322,17,930705,1993,3,1598,1598,67,M,71,70,54096.5,57487.2,6,54287.2,46147.2,0,0
1852,35,930705,1993,3,2247,2247,35,F,18,10,40246.5,38753.2,7,40512.3,31513.2,0,0
8173,11,930705,1993,3,9787,10095,1,F,20,20,1066433.8,1055374.4,12,533499.4,547957.2,0,0
2705,63,930705,1993,3,3264,3264,63,F,46,40,260176,260774.2,9,237379.7,237855,0,0
9472,1,930706,1993,3,11354,11662,76,M,24,20,373130.9,304405,9,544383.3,541731,0,0
368,77,930706,1993,3,448,448,77,F,26,20,113446.2,119183.2,8,110360.6,93983.2,0,0
1425,76,930706,1993,3,1729,1729,76,M,49,40,119034,103203.2,8,118060.5,121203.2,0,0
8027,44,930707,1993,3,9607,9915,27,M,29,20,511879.9,513107,10,507746.6,524675,0,0
3261,1,930707,1993,3,3946,3946,1,M,21,20,137700.2,119223.2,9,124597.7,143523.2,0,0
35,75,930707,1993,3,43,43,75,M,76,70,66112.3,68643.2,7,66141.3,68643.2,0,0
2186,63,930707,1993,3,2646,2646,63,F,59,50,67059.2,65951.2,7,67110.2,79801.2,0,0
1566,73,930707,1993,3,1898,1898,73,M,35,30,194699.7,188603.2,9,194911.4,193703.2,0,0
78,74,930707,1993,3,92,92,74,F,30,30,228770.4,227843.2,8,228991,221243.2,0,0
3939,70,930708,1993,3,4750,4750,70,M,34,30,109437.3,110199.2,8,116018.2,113599.2,0,0
2584,50,930708,1993,3,3119,3119,50,F,60,60,50993.2,57427.2,6,51016.4,42607.2,0,0
2336,39,930708,1993,3,2824,2824,39,M,55,50,73204.6,77571.2,7,73887.2,73771.2,0,0
2078,62,930708,1993,3,2520,2520,62,M,52,50,192202.9,198771.2,9,191841.7,190411.2,0,0
3882,10,930709,1993,3,4679,4679,20,M,48,40,46056,43703.2,7,54915.3,49653.2,0,0
4159,74,930709,1993,3,5013,5013,1,M,16,10,100046.2,88625.2,7,115025.3,113175.2,0,0
907,41,930709,1993,3,1092,1092,41,F,34,30,44043,51191.2,7,45287.2,45511.2,0,0
1411,54,930709,1993,3,1710,1710,54,M,52,50,180551.5,167963.2,9,181254.1,167163.2,0,0
1684,32,930710,1993,3,2044,2044,32,F,35,30,334993.6,317707,10,92522.1,102860,0,0
3748,1,930710,1993,3,4521,4521,1,M,53,50,39182.5,36631.2,7,39169.6,39281.2,0,0
2213,68,930711,1993,3,2679,2679,1,M,58,50,264727,283622.4,12,138721.9,126491.2,0,0
1062,6,930711,1993,3,1275,1275,1,F,45,40,304004.8,294903.2,9,303841.6,304303.2,0,0
273,24,930711,1993,3,330,330,65,F,52,50,193120.5,184648,9,196777.7,195176,0,0
10320,68,930711,1993,3,12387,12695,68,M,17,10,356850.6,354816.8,11,346867,344088.8,0,0
1416,66,930712,1993,3,1717,1717,73,F,17,10,739184.1,720391,11,26412.3,83673,0,0
3277,36,930712,1993,3,3967,3967,18,F,36,30,436123.2,444070.4,14,218138.5,216455.2,0,0
1892,28,930713,1993,3,2295,2295,22,F,57,50,112698.6,120922.4,11,56278.6,60021.2,0,0
3413,70,930713,1993,3,4126,4126,74,M,21,20,299051.4,239398.4,10,151464.5,127539.2,0,0
3654,47,930713,1993,3,4405,4405,47,F,37,30,265672.4,252967.2,9,263210.7,248007.2,0,1
3000,28,930714,1993,3,3623,3623,28,F,31,30,96617.1,75435.2,7,108708.5,99975.2,0,0
3955,64,930714,1993,3,4771,4771,64,F,35,30,108405.2,101727.2,7,133301.7,125547.2,0,0
1544,69,930714,1993,3,1872,1872,52,F,33,30,503381.8,511550.4,11,248578.6,252835.2,0,0
9703,68,930715,1993,3,11635,11943,1,M,35,30,449730.6,465765.2,10,446235,439011.2,0,0
234,73,930715,1993,3,282,282,73,F,58,50,141020.2,145106.4,11,70515.6,65643.2,0,0
3241,44,930716,1993,3,3920,3920,44,F,71,70,76881.8,66213.2,6,77681.7,63173.2,0,0
3465,1,930716,1993,3,4188,4188,1,M,20,20,143418.1,132991.2,9,140984.7,139191.2,0,1
3152,1,930716,1993,3,3812,3812,1,M,29,20,156089.2,167943.2,9,156163.3,148043.2,0,0
1497,1,930716,1993,3,1815,1815,16,F,19,10,112554.1,114563.2,8,112787.1,109963.2,0,0
3078,1,930716,1993,3,3722,3722,1,F,40,40,41065,40819.2,7,41004.7,46549.2,0,0
400,28,930717,1993,3,484,484,28,F,37,30,186780.5,182651.2,8,181397.6,177451.2,0,0
1902,50,930717,1993,3,2310,2310,40,M,57,50,295154.4,331436,14,147223.2,150861,0,0
757,50,930719,1993,3,907,907,51,M,48,40,103201.3,96863.2,7,104413.3,90063.2,0,0
1116,1,930720,1993,3,1339,1339,22,M,37,30,168230.8,159367.2,8,171829.9,173627.2,0,0
5700,42,930720,1993,3,6895,6895,42,M,25,20,140119.7,153911.2,8,125672.9,137428.7,0,0
3267,64,930721,1993,3,3954,3954,64,M,39,30,331829.6,310062.4,12,165073.5,160031.2,0,0
3222,4,930721,1993,3,3897,3897,16,F,45,40,39203.2,36571.2,7,39235,40381.2,0,0
408,41,930721,1993,3,493,493,41,F,54,50,175994.2,171739.2,9,183189.7,184039.2,0,0
2818,40,930721,1993,3,3405,3405,40,M,47,40,1080213,986002.4,12,549482,551157.2,0,1
6273,38,930721,1993,3,7576,7576,38,M,34,30,525777.2,528642.7,10,267505.8,264433.2,0,0
2513,70,930722,1993,3,3035,3035,27,M,32,30,49207.6,58375.2,7,50622.5,49915.2,0,0
3493,63,930722,1993,3,4221,4221,63,F,55,50,42293.8,35809.2,7,42607.1,37429.2,0,0
1201,61,930723,1993,3,1450,1450,61,F,27,20,199059.3,206003.2,9,198334.1,196483.2,0,0
4478,70,930723,1993,3,5402,5402,30,F,28,20,318852.3,297975.2,10,319148.7,344975.2,0,0
2915,57,930723,1993,3,3522,3522,57,M,33,30,636382.3,594011.2,10,635569.3,650257.2,0,1
9833,20,930724,1993,3,11794,12102,21,F,28,20,643354.6,624244.2,10,684575.8,686384.2,0,0
2253,74,930724,1993,3,2728,2728,74,M,74,70,74082,70863.2,8,73824.5,82273.2,0,0
1069,70,930724,1993,3,1283,1283,66,F,57,50,112683.4,119210.4,11,56443.2,49845.2,0,0
207,2,930725,1993,3,250,250,8,F,17,10,82105.9,87343.2,7,70996.4,75143.2,0,0
3212,70,930725,1993,3,3885,3885,70,F,56,50,65177.5,52229.2,8,65937.2,46699.2,0,1
4035,1,930725,1993,3,4863,4863,1,F,22,20,407690.3,433518.2,11,418754.2,406251.2,0,0
1268,74,930725,1993,3,1530,1530,74,F,51,50,63073.6,42205.2,6,55311,50845.2,0,0
3287,18,930726,1993,3,3978,3978,18,M,26,20,287268.8,300871.2,10,287060.2,278871.2,0,0
6226,74,930726,1993,3,7521,7521,74,F,36,30,520152.2,511383.4,10,603279.7,556720.4,0,0
2123,64,930726,1993,3,2567,2567,64,M,53,50,78561,83414.4,12,39343.2,38747.2,0,0
3982,26,930727,1993,3,4802,4802,75,M,25,20,40188.9,34891.2,7,40492.4,31741.2,0,0
2701,71,930727,1993,3,3259,3259,71,M,46,40,146326.4,115475.2,8,145667.8,149135.2,0,1
3629,48,930727,1993,3,4377,4377,48,M,18,10,215617.1,210469.2,9,212534.4,210706.2,0,0
2841,71,930727,1993,3,3433,3433,71,M,34,30,244111.8,237374.4,12,118160.3,115947.2,0,0
563,53,930727,1993,3,676,676,70,M,43,40,125504.6,116215.2,8,127327.8,130315.2,0,0
2732,5,930727,1993,3,3298,3298,5,F,54,50,567057.2,536396.2,11,509430.5,561035.2,0,0
1297,70,930727,1993,3,1569,1569,54,F,40,40,537776.4,533086.4,12,269064.9,241023.2,0,0
7485,39,930728,1993,3,8965,9273,39,F,41,40,647827,634003.2,12,307457,326515.2,0,0
2088,4,930728,1993,3,2531,2531,5,F,42,40,70985.1,81695.2,8,68246,66515.2,0,0
225,1,930728,1993,3,270,270,46,M,49,40,176906,156870.4,10,109196.8,89975.2,0,0
1630,72,930728,1993,3,1976,1976,72,M,78,70,71123.9,70755.2,6,71186.7,71485.2,0,0
403,1,930729,1993,3,487,487,1,F,74,70,138276.6,97594.4,12,69743.9,60187.2,0,0
445,63,930729,1993,3,536,536,47,M,57,50,255885.8,231040,9,250661.7,255862,0,0
186,1,930729,1993,3,226,226,1,M,54,50,490857.5,519308,10,280419,282247,0,0
3720,36,930730,1993,3,4485,4485,36,M,77,70,139249.6,127398.4,11,70114.7,57319.2,0,0
574,70,930730,1993,3,689,689,70,M,32,30,529255.3,510408.2,10,529267.9,555032.2,0,0
1429,57,930730,1993,3,1733,1733,57,F,22,20,40237.2,38897.2,7,40290.5,39337.2,0,0
3580,43,930801,1993,3,4318,4318,43,F,54,50,384821.6,359350.4,12,204672.6,195415.2,0,1
7819,38,930801,1993,3,9362,9670,38,M,48,40,120610.4,134519.2,9,118981.5,105119.2,0,0
759,23,930801,1993,3,909,909,23,M,21,20,59013.5,46569.2,7,73346.4,43179.2,0,0
6363,74,930801,1993,3,7683,7683,12,M,50,50,154571.7,145675.2,9,155474.1,127195.2,0,0
3738,51,930801,1993,3,4511,4511,51,F,51,50,266407.1,267395.2,10,266484,250135.2,0,0
4000,7,930802,1993,3,4823,4823,7,M,14,10,100914.1,90475.2,8,94941.7,62975.2,0,0
9041,1,930803,1993,3,10828,11136,3,F,52,50,64240.1,104998.2,8,853015.1,798482.2,0,0
2620,22,930803,1993,3,3161,3161,66,M,16,10,81394.8,83235.2,8,100791,82055.2,0,0
3609,28,930803,1993,3,4353,4353,28,F,17,10,549852.6,546774.4,12,278884.2,251967.2,0,0
1382,48,930803,1993,3,1673,1673,48,M,24,20,38179.9,38163.2,7,38085.8,40963.2,0,0
930,41,930803,1993,3,1120,1120,41,F,23,20,191047.6,189727.2,9,228733.7,202907.2,0,0
1925,12,930803,1993,3,2336,2336,12,M,74,70,142985,132730.4,12,71574,75955.2,0,0
1834,62,930803,1993,3,2225,2225,4,F,36,30,239147.4,232423.2,10,250606.6,235743.2,0,0
1507,35,930803,1993,3,1826,1826,13,M,59,50,568862.6,569966.4,13,278915.6,252963.2,0,0
7857,75,930804,1993,3,9407,9715,35,F,19,10,498083.9,512828.2,10,497409.2,484538.2,0,0
6636,72,930804,1993,3,8013,8013,43,M,54,50,145606.5,173000,8,513703.6,474345,0,0
601,29,930804,1993,3,720,720,29,M,42,40,41069.9,48615.2,7,40967.6,41355.2,0,0
3298,29,930804,1993,3,3990,3990,29,M,23,20,97507.5,88575.2,7,105571.3,106475.2,0,0
2938,1,930804,1993,3,3548,3548,1,M,21,20,254416.3,255406.2,9,510726.1,450293.2,0,0
2199,1,930804,1993,3,2661,2661,1,F,35,30,51820.8,56151.2,8,51105.7,56931.2,0,0
3745,5,930804,1993,3,4518,4518,39,F,44,40,353683.8,333240.2,10,416309.7,395965.2,0,0
3699,50,930805,1993,3,4461,4461,54,F,39,30,252561.3,261475.2,9,251843.9,262395.2,0,0
816,52,930805,1993,3,980,980,40,M,35,30,702800.2,737969.6,10,493670.6,447664.2,0,0
3656,53,930806,1993,3,4407,4407,70,M,21,20,65156.7,54325.2,7,85393.6,73375.2,0,0
2038,42,930806,1993,3,2474,2474,42,M,39,30,88756.8,81839.2,7,90297.8,91539.2,0,0
2542,21,930807,1993,3,3069,3069,21,M,53,50,83469.7,86135.2,7,75346.7,84055.2,0,0
1136,12,930807,1993,3,1366,1366,12,F,16,10,402546.5,408408.2,10,402101.4,403688.2,0,0
1589,37,930807,1993,3,1925,1925,37,M,58,50,12600,36200,7,10000,9200,0,0
3136,69,930807,1993,3,3792,3792,74,M,24,20,161152,150703.2,9,158665.4,142803.2,0,0
3547,54,930807,1993,3,4281,4281,54,M,65,60,49180.5,47963.2,7,49228.2,44623.2,0,0
26,52,930808,1993,3,32,32,52,M,16,10,323981,322330.2,10,323776.9,318525.2,0,0
657,47,930808,1993,3,788,788,47,M,22,20,76821.9,72291.2,8,91300.7,81871.2,0,0
3538,58,930808,1993,3,4270,4270,58,F,24,20,617173,636030.4,14,307710,310675.2,0,0
2167,16,930808,1993,3,2623,2623,16,F,31,30,318857.8,308439.2,9,319713.5,300459.2,0,0
3127,66,930808,1993,3,3782,3782,1,M,16,10,277818.9,282483.2,10,400303,351088.2,0,0
47,45,930808,1993,3,55,55,45,F,48,40,460547.5,461883.2,10,460487.3,471556.2,0,0
3850,8,930809,1993,3,4641,4641,33,M,38,30,530359.2,506958.4,12,265165.2,274299.2,0,0
5366,70,930809,1993,3,6478,6478,3,M,45,40,641607.2,662845.2,11,605971.1,568590.5,0,0
747,39,930809,1993,3,895,895,39,M,26,20,64314.7,63279.2,7,66055.1,60779.2,0,0
3166,71,930810,1993,3,3829,3829,59,M,24,20,510460.2,460906,10,304283.5,325013,0,0
11021,1,930810,1993,3,13240,13548,1,M,20,20,368707.5,330555.9,11,226795.9,243893.6,0,0
1701,1,930810,1993,3,2066,2066,1,M,24,20,360965.4,342679.2,10,663750.7,651194.2,0,0
3613,43,930810,1993,3,4359,4359,64,M,46,40,126398.4,133463.2,8,125410,120563.2,0,0
3600,27,930810,1993,3,4343,4343,27,F,67,60,81498.3,83189.2,7,81587.4,81919.2,0,0
3792,10,930811,1993,3,4572,4572,28,F,60,60,64068.9,65911.2,7,64106.8,64871.2,0,0
523,1,930811,1993,3,629,629,16,M,20,20,156828.8,137475.2,8,159866,160075.2,0,0
3808,38,930811,1993,3,4589,4589,2,F,20,20,206718.1,205931.2,9,206981.3,201631.2,0,0
1401,1,930812,1993,3,1696,1696,1,F,73,70,84095.3,81331.2,8,84087.4,75371.2,0,0
541,61,930812,1993,3,652,652,61,M,58,50,263270.9,271011.2,9,262589,271551.2,0,0
1023,21,930813,1993,3,1228,1228,21,F,47,40,239177.8,243295.2,9,238787.4,240295.2,0,0
3683,33,930813,1993,3,4440,4440,33,M,48,40,615932.4,589126.4,13,307932.3,316003.2,0,0
3220,29,930814,1993,3,3894,3894,29,M,55,50,541174.2,591870.4,14,270628.5,274735.2,0,1
1779,33,930815,1993,3,2156,2156,33,F,30,30,313584.5,325943.2,10,313829.4,304743.2,0,0
1912,64,930815,1993,3,2322,2322,15,M,68,60,77288,72809.2,8,77259.4,81009.2,0,0
238,6,930815,1993,3,288,288,6,M,34,30,41098.6,48013.2,7,41018.3,38653.2,0,0
3113,67,930816,1993,3,3765,3765,45,F,40,40,704102.8,645100.7,11,624539.1,633867.2,0,1
5481,52,930816,1993,3,6616,6616,1,M,43,40,477231.4,537671.2,10,479014.3,457337.2,0,0
3035,15,930816,1993,3,3667,3667,70,M,25,20,1210644,1285024,11,605170.5,598956,0,1
942,9,930816,1993,3,1136,1136,9,F,20,20,106537.5,111825.2,7,79137.4,38025.2,0,0
3221,5,930817,1993,3,3896,3896,5,M,73,70,65558.9,53127.2,7,66191.1,66237.2,0,1
2616,1,930817,1993,3,3157,3157,1,F,54,50,265435,286011.2,10,265043.1,267831.2,0,0
2137,4,930817,1993,3,2584,2584,4,F,52,50,272089.5,291356,10,267945.2,252893,0,0
978,73,930818,1993,3,1179,1179,1,F,66,60,80910.3,77809.2,8,81274,66219.2,0,0
2771,37,930818,1993,3,3345,3345,37,F,55,50,512889.2,536582.4,13,256142.8,262811.2,0,0
3891,1,930818,1993,3,4690,4690,66,F,34,30,441427.4,427958.4,12,221067.9,214919.2,0,0
9236,11,930818,1993,3,11064,11372,11,M,35,30,210612.5,187695.2,10,248170.4,214055.2,0,0
274,76,930820,1993,3,331,331,1,M,54,50,267464.3,276587.2,9,269977.8,279687.2,0,0
552,14,930820,1993,3,665,665,62,F,64,60,62750.8,61129.2,7,62810.2,62889.2,0,0
2417,44,930820,1993,3,2920,2920,44,F,34,30,62463.6,43519.2,6,62736.1,59919.2,0,0
3868,43,930821,1993,3,4662,4662,1,F,69,60,65498.3,61273.2,7,65347.2,72843.2,0,0
9869,12,930821,1993,3,11836,12144,2,M,16,10,582825,582214.4,11,292108.2,288767.2,0,0
1875,44,930821,1993,3,2276,2276,44,F,64,60,56588.7,66833.2,7,56480.8,55903.2,0,0
8212,52,930821,1993,3,9837,10145,4,F,31,30,501140.7,492928,10,601247.3,517010,0,0
3477,71,930822,1993,3,4203,4203,1,F,29,20,78108,68998.4,11,39180.6,37849.2,0,0
1513,30,930823,1993,3,1833,1833,30,M,30,30,206783.1,186663.2,9,200470.5,191863.2,0,0
3053,11,930823,1993,3,3691,3691,18,M,31,30,170368.5,160355.2,9,176351.5,173155.2,0,0
1057,13,930823,1993,3,1270,1270,13,M,66,60,56469.8,55325.2,7,56586.2,49815.2,0,0
6030,47,930824,1993,3,7286,7286,47,F,26,20,262791.4,223299.2,9,270237.6,278449.2,0,1
3407,28,930824,1993,3,4118,4118,28,M,18,10,90837.5,118615.7,8,87860.5,77769.5,0,0
1761,24,930824,1993,3,2135,2135,24,F,56,50,146701,154160.2,8,205740.8,201280.2,0,0
3306,75,930824,1993,3,3998,3998,59,F,46,40,158888.1,162831.2,8,155921.5,161131.2,0,0
162,60,930825,1993,3,195,195,74,M,77,70,127465,101402.4,12,63631.6,73821.2,0,0
5011,31,930825,1993,3,6052,6052,40,M,47,40,829313.4,771658.3,10,559751.4,577780.8,0,0
965,20,930825,1993,3,1163,1163,20,M,32,30,70606.3,69411.2,7,66206.3,71511.2,0,0
1305,57,930825,1993,3,1579,1579,27,M,33,30,137810.1,105575.2,7,139256.1,117275.2,0,0
815,56,930825,1993,3,978,978,56,F,28,20,71981,74666.4,11,35996.5,33853.2,0,0
1449,35,930826,1993,3,1758,1758,35,M,49,40,84352.3,76355.2,8,102473.2,103955.2,0,1
950,49,930826,1993,3,1146,1146,54,M,31,30,264065,240995.2,10,283269.1,318955.2,0,0
3361,45,930826,1993,3,4063,4063,61,F,30,30,258990.6,253526.4,12,153899.4,128283.2,0,0
3837,48,930826,1993,3,4624,4624,48,F,30,30,384710.4,395224,13,220025.4,186330,0,0
33,22,930826,1993,3,41,41,22,M,28,20,310228.3,270379.2,10,311535.2,361879.2,0,0
2894,17,930828,1993,3,3498,3498,77,M,58,50,874139.7,883775.2,10,268921.9,265618.2,0,0
2510,61,930828,1993,3,3030,3030,68,F,20,20,262933.8,240491.2,9,262969.9,280591.2,0,0
389,30,930828,1993,3,470,470,30,F,42,40,92569,92143.2,7,85114.5,93863.2,0,0
6051,56,930828,1993,3,7311,7311,56,M,47,40,135562.3,137775.2,9,100832.6,116667.2,0,0
730,4,930828,1993,3,876,876,1,M,36,30,552512.5,544141.2,10,519720,438749.2,0,0
1694,6,930829,1993,3,2057,2057,6,F,20,20,241827.1,257725,9,376011.5,418009,0,0
721,76,930829,1993,3,864,864,11,M,43,40,81390.8,81266.4,12,40530.2,45883.2,0,0
1106,20,930829,1993,3,1327,1327,20,F,33,30,612146.5,555439,10,364509,463290.8,0,0
3319,56,930829,1993,3,4012,4012,56,F,40,40,53293.6,42215.2,6,58065.5,44625.2,0,0
10451,1,930829,1993,3,12551,12859,1,F,20,20,217679.7,233815.2,10,213136,206485.4,0,0
172,13,930830,1993,3,208,208,13,F,56,50,586019.2,608494.4,13,292845.2,292247.2,0,0
3920,74,930901,1993,3,4727,4727,74,F,26,20,39467.6,103444.4,9,72768.5,61075.2,0,0
3011,64,930901,1993,3,3637,3637,64,M,37,30,39960,39005.2,6,39949,40705.2,0,0
1337,23,930901,1993,3,1618,1618,17,F,17,10,88808.9,78043.2,8,97633.6,84643.2,0,0
2592,69,930901,1993,3,3128,3128,69,F,52,50,160510.6,155883.2,9,182141.2,147503.2,0,0
146,4,930902,1993,3,176,176,4,M,67,60,76764.3,75961.2,8,76713.9,82731.2,0,0
2576,1,930902,1993,3,3107,3107,30,M,36,30,1025432.2,964050.4,12,155551.2,182647.2,0,0
3195,40,930902,1993,3,3862,3862,40,F,49,40,66757.7,59015.2,7,79064.6,70615.2,0,0
8073,24,930903,1993,3,9665,9973,24,F,51,50,541192.2,539644,10,661922.4,604446,0,0
4463,67,930903,1993,3,5385,5385,67,M,22,20,96147.4,95975.2,8,108202.4,100275.2,0,0
2082,36,930903,1993,3,2525,2525,36,F,44,40,181723.4,206205.2,8,173178.2,173767.2,0,0
2020,13,930904,1993,3,2453,2453,13,M,72,70,64314.4,47723.2,7,64851.8,56193.2,0,0
160,23,930904,1993,3,193,193,1,M,34,30,171398.1,153547.2,9,199378.9,187347.2,0,0
7607,1,930905,1993,3,9110,9418,1,M,46,40,410345.6,401918.4,12,195262.8,179421.2,0,0
117,31,930905,1993,3,141,141,31,M,71,70,59919.9,63323.2,7,59965.2,61223.2,0,0
3509,2,930905,1993,3,4237,4237,16,F,73,70,71244.8,65769.2,7,71648.9,62869.2,0,0
151,76,930906,1993,3,181,181,76,M,29,20,133482.2,142486.4,10,60817.1,54183.2,0,0
1719,1,930906,1993,3,2084,2084,1,F,67,60,101934.6,85762.4,11,51102,52961.2,0,0
3456,32,930906,1993,3,4178,4178,32,M,70,70,78261.5,60595.2,7,78816.4,61485.2,0,0
2951,44,930906,1993,3,3565,3565,44,M,34,30,154492.3,142075.2,8,155254.2,148655.2,0,0
7190,49,930906,1993,3,8677,8677,49,M,41,40,240635.4,249670.4,11,125530.6,111455.2,0,0
1827,10,930906,1993,3,2215,2215,10,M,71,70,58161.5,56829.2,7,58223.8,65879.2,0,0
1689,55,930907,1993,3,2051,2051,74,F,78,70,122900.4,128682.4,11,61507.6,58041.2,0,0
1197,68,930907,1993,3,1445,1445,68,M,55,50,62312.8,55349.2,6,62591.1,49639.2,0,1
5952,50,930907,1993,3,7195,7195,50,M,34,30,463444.9,469906.9,11,464609.3,458751.2,0,0
6930,41,930908,1993,3,8366,8366,41,F,36,30,316548.3,310640.2,9,316862.3,303175.2,0,1
1107,42,930908,1993,3,1328,1328,42,F,59,50,78000,71017.2,8,77986.9,83767.2,0,0
8475,4,930908,1993,3,10151,10459,17,F,32,30,109604.5,116129.2,9,103904.1,103431.2,0,0
3575,7,930908,1993,3,4313,4313,53,F,28,20,105993.1,112615.2,8,108883.8,107515.2,0,0
2691,69,930908,1993,3,3247,3247,69,F,38,30,11100,4500,7,11200,8800,0,0
3323,13,930908,1993,3,4016,4016,13,F,25,20,571314.2,559542.4,13,285626.4,289631.2,0,0
2428,72,930908,1993,3,2933,2933,72,M,54,50,412301.4,415830.4,13,205904.3,210115.2,0,0
2649,2,930908,1993,3,3195,3195,2,F,25,20,151031.3,130907.2,9,163731.5,168587.2,0,0
2907,70,930909,1993,3,3513,3513,70,M,74,70,167689.2,185022.4,12,83529.9,77501.2,0,0
1091,16,930909,1993,3,1309,1309,1,M,21,20,21064.8,2300,7,26564.8,4700,0,0
1487,66,930910,1993,3,1801,1801,66,M,26,20,81438.6,80886.4,11,40821.7,34593.2,0,0
3157,77,930910,1993,3,3817,3817,77,F,59,50,77086.1,77343.2,8,76921,67593.2,0,0
4414,24,930910,1993,3,5320,5320,17,F,45,40,355984,347574.4,11,183769,174497.2,0,0
2302,24,930910,1993,3,2786,2786,24,M,45,40,164906.7,172599.2,8,164415.4,167199.2,0,0
1410,74,930911,1993,3,1709,1709,74,F,44,40,273438.8,265167.2,10,273924,264867.2,0,0
1146,67,930912,1993,3,1378,1378,74,F,55,50,571181.8,546374.4,12,286958.4,262787.2,0,1
8564,68,930912,1993,3,10255,10563,68,M,47,40,1005273.2,1030704.4,11,502131.3,505818.2,0,0
750,73,930912,1993,3,900,900,73,M,19,10,222053.4,216095.2,9,221447.6,223095.2,0,1
2150,37,930912,1993,3,2601,2601,37,M,35,30,82894.8,96046.4,11,41316.4,40333.2,0,0
10940,50,930913,1993,3,13139,13447,13,F,26,20,633670.2,650230.4,11,316455.7,330065.2,0,0
9337,30,930913,1993,3,11189,11497,11,F,37,30,162952.6,157826,8,749717.1,708762.6,0,0
861,22,930913,1993,3,1038,1038,69,F,35,30,235513.1,250271.2,10,235583.9,229571.2,0,0
10440,72,930913,1993,3,12536,12844,45,M,50,50,124564.7,106015.2,8,138667.9,122415.2,0,0
10036,1,930913,1993,3,12036,12344,26,F,56,50,283510.6,247490.8,9,916315.6,912756.2,0,0
1234,6,930913,1993,3,1489,1489,6,M,68,60,77613,85157.2,7,77598.9,71377.2,0,0
7774,74,930914,1993,3,9308,9616,74,M,34,30,172573.8,166415,8,408063.1,346583,0,0
1547,72,930914,1993,3,1876,1876,1,M,45,40,300039.5,338935.2,9,299393,317115.2,0,0
1079,74,930914,1993,3,1295,1295,74,F,52,50,361585.1,362166.2,10,361855.8,356760.2,0,0
3863,15,930914,1993,3,4657,4657,15,M,55,50,181261.8,184623.2,9,177611.8,182643.2,0,0
3480,58,930914,1993,3,4207,4207,70,M,58,50,180195.4,206875.2,8,179436.4,189275.2,0,0
2671,1,930915,1993,3,3226,3226,1,M,45,40,43037.9,48953.2,7,43519.3,38483.2,0,0
1705,70,930915,1993,3,2070,2070,70,F,24,20,197223.7,217419.2,9,196745.4,204719.2,0,0
